taxon_no,taxon_rank,taxon_name,parent_no
189450,family,Blattelytridae,189433
199808,family,Protocoleidae,189433
189444,family,Archelytridae,189433
271515,family,Planelytridae,189433
200413,family,Ampelipteridae,152573
199966,family,Synomaloptilidae,152573
195678,family,Trachopterygidae,152573
195680,family,Apheloneuridae,152573
183858,order,Psocodea,152573
176012,order,Psocoptera,152573
220541,family,Polypsocidae,183858
183865,order,Copeognatha,152573
197791,suborder,Parapsocida,183858
213483,suborder,Troctomorpha,183858
217798,family,Manicapsocidae,213483
220556,infraorder,Amphientometae,213483
220557,superfamily,Electrentomoidea,220556
220559,family,Electrentomidae,220557
220460,family,Paramesopsocidae,220557
213484,family,Compsocidae,220557
306739,family,Troctopsocidae,220557
220561,superfamily,Amphientomoidea,220556
217802,family,Amphientomidae,220561
213829,family,Arcantipsocidae,220561
220459,infraorder,Nanopsocetae,213483
210703,family,Sphaeropsocidae,220459
283952,order,Phthiraptera,220459
283954,superfamily,Ischnocera,183859
283953,superfamily,Amblycera,183859
219350,family,Menoponidae,219349
217792,family,Liposcelididae,220459
224643,family,Pachytroctidae,220459
216237,suborder,Trogiomorpha,183858
216236,infraorder,Atropetae,216237
220549,family,Archaeatropidae,216236
216234,family,Empheriidae,216236
217783,family,Lepidopsocidae,216236
220532,family,Trogiidae,216236
217789,family,Psoquillidae,216236
285070,infraorder,Psyllipsocetae,216237
217781,family,Psyllipsocidae,285070
220554,infraorder,Psocathropetae,216237
213830,suborder,Psocomorpha,183858
220458,infraorder,Homilopsocidea,213830
220612,family,Elipsocidae,220458
220539,family,Pseudocaeciliidae,220458
217805,family,Lachesillidae,220458
220610,family,Philotarsidae,220458
220305,family,Ectopsocidae,220458
220403,family,Mesopsocidae,220458
220299,family,Trichopsocidae,220458
217808,family,Archipsocidae,220458
220454,infraorder,Psocetae,213830
220307,family,Myopsocidae,220454
213570,family,Psocidae,220454
279218,family,Ptiloneuridae,213830
220455,infraorder,Epipsocetae,213830
220296,family,Epipsocidae,220455
220446,infraorder,Caeciliusetae,213830
220580,superfamily,Caeciliusoidea,220446
220449,family,Caeciliusidae,220580
220448,family,Caeciliidae,220580
220596,family,Amphipsocidae,220580
250377,family,Saurophthiridae,152573
182308,unranked clade,Polyneoptera,152573
190856,order,Embioptera,182308
213614,family,Notoligotomidae,190856
220251,family,Teratembiidae,190856
217441,family,Embiidae,190856
328472,suborder,Euembiaria,190856
330747,suborder,Clothododea,190856
330748,infraorder,Clothodomorpha,330747
330222,family,Clothodidae,330748
328450,suborder,Palembiodea,190856
201622,family,Alexarasniidae,328450
328460,suborder,Neoembiodea,190856
330752,infraorder,Oligotomorpha,328460
330753,family,Oligotomidae,330752
328473,suborder,Euembioptera,190856
220266,family,Scelembiidae,190856
328470,family,Pachylembiidae,190856
290069,family,Anisembiidae,190856
328449,suborder,Euembiodea,190856
175597,superorder,Archaeorthoptera,182308
305198,family,Omaliaidae,175597
231410,family,Coseliidae,175597
191698,informal,Lobeattida,175597
181513,order,Cnemidolestodea,175597
199971,family,Emphylopteridae,181513
212653,family,Gulouidae,181513
175616,family,Sylvabestiidae,181513
305966,family,Neraphidiidae,181513
195668,family,Psoropteridae,181513
191736,family,Spanioderidae,181513
232602,family,Carpenteropteridae,181513
232605,family,Cacurgonarkemidae,181513
238416,family,Anthraconeuridae,181513
300278,family,Prygidae,181513
176657,family,Protembiidae,181513
170236,family,Tshekardominidae,181513
133946,family,Sojanoraphidiidae,181513
175670,family,Sylvardembiidae,181513
195602,family,Telactinopterygidae,181513
214771,family,Cnemidolestidae,181513
282512,family,Aetophlebiidae,181513
231131,family,Narkeminidae,181513
200651,family,Narkemocacurgidae,181513
178304,family,Narkemidae,181513
319986,family,Parmapteridae,181513
183724,family,Tococladidae,181513
292361,family,Cymenophlebiidae,181513
175664,family,Tillyardembiidae,181513
199270,family,Permocapniidae,181513
215415,family,Gerapompidae,181513
305971,family,Ctenoptilidae,181513
175326,order,Caloneurodea,175597
199972,family,Stenaroceridae,175326
195700,family,Hapalopteridae,175326
195742,family,Aenigmatodidae,175326
199973,family,Protokollariidae,175326
282446,family,Laspeyresiellidae,175326
214805,family,Laspeyresiidae,175326
230218,order,Hapalopteroidea,175597
176733,family,Caloneuridae,175326
214844,family,Sthenaroceridae,175326
211709,family,Amboneuridae,175326
292289,family,Anomalogrammatidae,175326
199206,family,Eohymenidae,175326
292290,family,Paleuthygrammatidae,175326
292288,family,Euthygrammatidae,175326
292291,family,Plesiogrammatidae,175326
224108,family,Apsidoneuridae,175326
199970,family,Permobiellidae,175326
175596,family,Chresmodidae,175597
212730,superorder,Dictyoptera,182308
170227,order,Blattodea,212730
191946,family,Archimylacridae,170227
197181,order,Blattoptera,212730
204140,family,Araripeblattidae,170227
290960,family,Sinogrammitidae,170227
175499,suborder,Mylacridina,170227
170226,family,Mylacridae,170227
230081,family,Neorthroblattinidae,170227
230157,family,Idiomylacridae,170227
196909,family,Subioblattidae,170227
227615,superfamily,Corydioidea,170227
320183,family,Manipulatoridae,227615
227616,family,Corydiidae,227615
175533,family,Polyphagidae,227615
231151,family,Necymylacridae,170227
236369,family,Compsoblattidae,170227
256999,order,Blattaria,212730
201771,superfamily,Mesoblattinoidea,170227
175549,family,Anaplectidae,170227
284245,family,Lygobiidae,170227
197182,superfamily,Blattoidea,170227
213678,family,Mancusoblattidae,191945
56640,family,Mesoblattinidae,191945
231145,family,Triassoblattidae,191945
213672,family,Argentinoblattidae,191945
197187,family,Delpuenteblattidae,191945
203206,family,Blattelidae,191945
230077,family,Pseudomylacridae,191945
236373,family,Proteremidae,191945
230149,family,Neomylacridae,191945
243490,family,Spiloblattidae,191945
175561,family,Blaberidae,170227
201750,superfamily,Polyphagoidea,170227
281106,family,Socialidae,201750
201747,family,Skokidae,201750
201764,family,Liberiblattinidae,201750
203209,family,Holocompsidae,201750
175987,superfamily,Caloblattinoidea,170227
215715,family,Eadiidae,175987
175988,family,Caloblattinidae,175987
201742,family,Caloblattinidea,175987
183699,family,Fuziidae,175987
175993,superfamily,Blattuloidea,170227
175959,family,Blattulidae,175993
175498,family,Phyloblattidae,175993
201335,family,Raphidiomimidae,170227
71360,family,Phyllodromiidae,170227
260726,family,Ectobiidae,170227
216687,family,Blattellidae,170227
71738,family,Blattidae,170227
176682,family,Spiloblattinidae,170227
230630,family,Mutoviidae,170227
300950,superfamily,Cratovitismioidea,170227
227704,family,Cratovitismidae,300950
301036,family,Ponopterixidae,300950
239141,suborder,Eoblattodea,170227
245097,family,Parallelophoridae,170227
196938,order,Blattida,212730
236655,family,Archoblattinidae,170227
277547,infraorder,Isoptera,170227
220272,unranked clade,Euisoptera,71739
226205,family,Stolotermitidae,220272
220278,unranked clade,Neoisoptera,220272
220280,family,Stylotermitidae,220278
176905,family,Rhinotermitidae,220278
220276,family,Archeorhinotermitidae,220278
179827,family,Termitidae,220278
107072,family,Hodotermitidae,220272
220279,family,Archotermopsidae,220272
205055,family,Protermitidae,220272
277579,family,Electrotermitinae,220272
200463,family,Termopsidae,220272
245282,family,Isopteridae,71739
277575,family,Mastotermitidae,71739
220270,family,Cratomastotermitidae,71739
213889,family,Diechoblattinidae,170227
197198,family,Poroblattinidae,170227
231157,family,Acmaeoblattidae,170227
261255,family,Paucineuridae,170227
260727,superfamily,Blaberoidea,170227
220344,family,Baissomantidae,212730
180000,order,Mantodea,212730
261399,family,Gryllomantidae,180000
179995,family,Mantidae,180000
220345,suborder,Neomantodea,180000
220346,family,Ambermantidae,220345
220347,infraorder,Eumantodea,220345
180107,family,Chaeteessidae,220347
205121,family,Archephemeridae,220347
180105,family,Amorphoscelidae,220347
180109,family,Metallyticidae,220347
180110,superfamily,Mantoidea,220347
180117,family,Thespidae,180110
180112,family,Empusidae,180110
180116,family,Vatidae,180110
180113,family,Hymenopodidae,180110
180115,family,Toxoderidae,180110
180114,family,Choeradodidae,180110
180111,family,Mantoididae,220347
220348,family,Eremiaphilidae,220347
180108,superfamily,Metallyticoidea,180000
230505,family,Cretomantidae,180000
220343,family,Santanmantidae,180000
180106,superfamily,Chaeteessoidea,180000
310883,family,Jantarimantidae,180000
311479,family,Archimantidae,180000
179999,superfamily,Amorphoscelioidea,180000
311476,family,Juramantidae,180000
192774,superorder,Blattopteroidea,182308
176670,order,Protorthoptera,182308
176179,family,Sheimiidae,176670
214778,family,Prototettigidae,176670
230217,order,Hadentomoidea,182308
191747,family,Schuchertiellidae,176670
214796,family,Pachytylopsidae,176670
180231,family,Stenaropodidae,176670
195671,family,Heteroptilidae,176670
199219,family,Homoeodictyidae,176670
191930,family,Eucaenidae,176670
211843,family,Teneopteridae,176670
180969,order,Protoperlaria,182308
226420,family,Hadentomidae,176670
282439,family,Palaeocixiidae,176670
239150,family,Protoblattinopsidae,176670
195690,family,Adeloneuridae,176670
328456,family,Soyaniidae,176670
191772,family,Apithanidae,176670
191936,family,Anthracothremmidae,176670
195664,family,Nugonioneuridae,176670
214538,family,Stygnidae,176670
238051,family,Thoronysididae,176670
271520,family,Cymbopsidae,176670
282159,family,Roomeriidae,176670
220913,family,Asiopompidae,176670
220558,family,Rigattopteridae,176670
282450,family,Homalophlebiidae,176670
190855,family,Megagnathidae,176670
211861,family,Herdinidae,176670
315897,family,Appertiidae,176670
196957,order,Notoptera,182308
178553,suborder,Mantophasmatodea,196957
178554,family,Mantophasmatidae,178553
289757,family,Ensiferophasmatidae,178553
289245,family,Raptophasmatidae,178553
231161,superfamily,Adeloblattoidea,196957
231162,family,Adeloblattidae,231161
231163,family,Anthracoblattinidae,231161
222332,suborder,Grylloblattodea,196957
170238,order,Grylloblattida,196957
175637,suborder,Lemmatophorina,182320
175613,suborder,Grylloblattina,182320
176706,family,Havlatiidae,175613
176713,family,Gorochoviidae,175613
176700,family,Tunguskapteridae,175613
176712,family,Madygenophlebiidae,175613
176716,family,Grylloblattidae,175613
176697,family,Bajanzhargalanidae,175613
176710,family,Neleidae,175613
176171,family,Euremiscidae,175613
221304,family,Archiprobnidae,175613
215289,family,Juraperlidae,182320
294150,family,Uralotermidae,182320
232592,superfamily,Ischnoneuroidea,182320
200648,family,Proedischiidae,232592
232604,superfamily,Cacurgoidea,182320
175069,family,Sinonamuropteridae,182320
176404,family,Kargalopteridae,182320
170237,suborder,Protoperlina,182320
176656,family,Chelopteridae,170237
176658,family,Camptoneuritidae,170237
198803,family,Camptoneuridae,170237
176659,family,Demopteridae,170237
176654,family,Jabloniidae,170237
176578,family,Raaschiidae,170237
175897,family,Protoperlidae,170237
176176,family,Probnidae,170237
176660,family,Tshecalculidae,170237
176653,family,Epideigmatidae,170237
175901,family,Paraphenopteridae,170237
282502,family,Fayoliellidae,170237
175890,family,Stenoneuritidae,170237
176401,family,Scalicidae,182320
197209,family,Euchauliodidae,182320
223103,superorder,Dermapterida,182308
183857,order,Zoraptera,182308
213604,family,Zorotypidae,183857
261403,family,Mantoblattidae,182308
223107,unranked clade,Mystroptera,182308
230235,family,Brachyphyllophagidae,223107
269497,unranked clade,Holopandictyoptera,182308
269499,unranked clade,Cryptovipositoria,269497
269500,unranked clade,Oothecophora,269499
179341,family,Neoblattariae,269500
269498,unranked clade,Palaeoblattariae,269497
231150,superfamily,Necymylacroidea,179327
231153,family,Dinoblattidae,231150
231152,family,Gyroblattidae,231150
231133,superfamily,Phoberoblattoidea,179327
231136,family,Xenoblattidae,231133
231139,family,Fulgorinidae,231133
231135,family,Cobaloblattidae,231133
231140,family,Schizoblattidae,231133
231138,family,Ambloblattidae,231133
231134,family,Phoberoblattidae,231133
231137,family,Bradyblattidae,231133
231146,superfamily,Euthyrrhaphoidea,179327
231154,superfamily,Mylacroidea,179327
230154,family,Pteridomylacridae,231154
231141,superfamily,Latindioidea,179327
231142,family,Petrablattinidae,231141
231144,family,Latindiidae,231141
223106,superorder,Plecopterida,182308
133906,order,Plecoptera,223106
180243,order,Perlaria,223106
220593,family,Perlapsocidae,133906
176482,suborder,Nemourina,133906
228457,family,Notonemouridae,176482
201356,family,Baleyopterygidae,176482
191907,superfamily,Nemouroidea,176482
191906,family,Pronemouridae,191907
170254,family,Nemouridae,191907
213084,family,Capniidae,191907
176662,family,Oecanthoperlidae,176482
213177,family,Leuctridae,176482
175618,family,Palaeonemouridae,176482
202524,family,Perlariopseidae,176482
196455,family,Taeniopterygidae,176482
206211,family,Pteronarcyidae,133906
202583,suborder,Perlina,133906
202584,infraorder,Gripopterygomorpha,202583
202585,family,Siberioperlidae,202584
279776,family,Euxenoperlidae,202584
133907,family,Gripopterygidae,202584
180244,family,Eustheniidae,202584
216254,infraorder,Perlomorpha,202583
279837,family,Mesoleuctridae,216254
222170,family,Perlodidae,216254
228448,family,Platyperlidae,216254
331005,family,Chloroperlidae,216254
279790,family,Tshekardoperlidae,216254
221730,family,Perlidae,216254
221346,family,Palaeoperlidae,216254
279822,suborder,Perlopseina,133906
279769,family,Perlopseidae,199286
192773,superorder,Orthopteroidea,182308
71371,order,Dermaptera,182308
223141,suborder,Eodermaptera,71371
223142,superfamily,Semenovioloidea,223141
223143,family,Semenoviolidae,223142
223146,family,Turanodermatidae,223142
311207,family,Turanodermidae,223141
213464,suborder,Neodermaptera,71371
176534,suborder,Forficulina,213464
223132,infraorder,Epidermaptera,213464
223149,unranked clade,Metadermaptera,223132
223155,superfamily,Anisolabidoidea,223149
223156,family,Anisolabididae,223155
223148,unranked clade,Eteodermaptera,223132
223152,unranked clade,Plesiodermaptera,223148
223154,superfamily,Labiduroidea,223152
213468,family,Labiduridae,223154
223151,unranked clade,Eudermaptera,223148
223153,superfamily,Forficuloidea,223151
218506,family,Chelisochidae,223153
71372,family,Forficulidae,223153
228533,family,Spongiphoridae,223153
284335,family,Ocelliidae,213464
290848,infraorder,Protodermaptera,213464
290849,superfamily,Pygidicranoidea,290848
213463,family,Pygidicranidae,290849
280947,family,Diplatyidae,290849
177355,suborder,Archidermaptera,71371
223121,superfamily,Protodiplatyoidea,177355
177356,family,Dermapteridae,223121
195987,family,Protodiplatyidae,223121
290847,family,Longicerciatidae,223121
311206,family,Turanoviidae,177355
282146,family,Bellodermatidae,71371
178672,family,Labiidae,71371
232643,family,Gallophasmatidae,182308
92568,order,Phasmatodea,182308
281823,family,Heteronemiidae,92568
281821,family,Bacunculidae,92568
289246,suborder,Areolatae,92568
192769,family,Phylliidae,289246
284593,family,Archipseudophasmatidae,289246
289753,suborder,Timematodea,92568
230223,superfamily,Susumanioidea,92568
187279,family,Susumaniidae,230223
196918,superfamily,Prochresmodoidea,92568
208115,family,Permophasmatidae,196918
196915,family,Prochresmodidae,196918
197908,suborder,Necrophasmatodea,92568
181192,suborder,Chresmododea,92568
192933,family,Phasmatidae,181192
192907,superfamily,Xiphopteridea,92568
192908,family,Aerophasmidae,192907
199940,superfamily,Aeroplanoptera,92568
192758,family,Xiphopteridae,192907
192911,family,Necrophasmidae,192907
190772,family,Aeroplanidae,192907
248535,suborder,Verophasmatodea,92568
248534,family,Diapheromeridae,248535
289247,suborder,Anareolatae,92568
175328,superorder,Orthopterida,182308
282513,family,Cheliphlebiidae,175328
56641,order,Orthoptera,175328
329196,family,Acrydiana,56641
119748,suborder,Caelifera,56641
192901,superfamily,Pneumoridea,119748
204649,suborder,Proscopiodea,56641
176218,infraorder,Tridactylidea,119748
215016,superfamily,Dzhajloutshelloidea,176218
215275,family,Regiatidae,215016
215017,family,Dzhajloutshellidae,215016
